operator_id,missed_calls,total_incoming,avg_waiting,total_outgoing,missed_rate,ineficaz
919370.0,0.0,,,1324.0,,False
919372.0,0.0,,,1627.0,,False
919374.0,0.0,,,2214.0,,False
919376.0,0.0,,,1415.0,,False
919378.0,0.0,,,1227.0,,False
919382.0,0.0,,,1827.0,,False
919390.0,0.0,,,831.0,,False
919418.0,0.0,,,2.0,,True
919456.0,0.0,,,1517.0,,False
919464.0,0.0,,,1296.0,,False
919476.0,0.0,,,2105.0,,False
919482.0,0.0,,,1549.0,,False
919490.0,0.0,,,1803.0,,False
919504.0,0.0,,,2214.0,,False
919536.0,0.0,2.0,9.0,13.0,0.0,True
919552.0,1.0,1239.0,556.7763157894736,70.0,0.0008071025020177562,True
919554.0,11.0,1346.0,518.1547619047619,14.0,0.008172362555720654,True
919790.0,0.0,1793.0,839.8028169014085,25.0,0.0,True
919792.0,2.0,829.0,389.484375,84.0,0.0024125452352231603,True
919794.0,1.0,1327.0,1039.5405405405406,21.0,0.0007535795026375283,True
919896.0,2.0,8.0,15.571428571428571,0.0,0.25,True
919906.0,0.0,,,1710.0,,False
919910.0,0.0,,,377.0,,True
919956.0,0.0,13.0,10.538461538461538,0.0,0.0,True
919958.0,0.0,2.0,35.0,0.0,0.0,True
919994.0,0.0,21.0,68.6923076923077,0.0,0.0,True
920146.0,0.0,,,90.0,,True
920414.0,0.0,,,1266.0,,False
920416.0,0.0,,,1697.0,,False
920666.0,1.0,204.0,38.851063829787236,305.0,0.004901960784313725,True
920706.0,3.0,81.0,59.9375,171.0,0.037037037037037035,True
920720.0,0.0,137.0,59.1025641025641,210.0,0.0,True
920726.0,2.0,59.0,38.04347826086956,61.0,0.03389830508474576,True
920728.0,3.0,204.0,84.23076923076923,108.0,0.014705882352941176,True
920732.0,0.0,120.0,65.0,175.0,0.0,True
920838.0,0.0,67.0,31.28,189.0,0.0,True
920852.0,3.0,197.0,50.16279069767442,308.0,0.015228426395939087,True
920874.0,0.0,33.0,48.05263157894737,0.0,0.0,True
920902.0,1.0,59.0,93.1,21.0,0.01694915254237288,True
920928.0,0.0,,,16.0,,True
920930.0,0.0,1.0,62.0,0.0,0.0,True
920982.0,0.0,61.0,47.375,0.0,0.0,True
921062.0,0.0,120.0,35.945945945945944,8.0,0.0,True
921102.0,0.0,13.0,29.333333333333332,17.0,0.0,True
921104.0,0.0,6.0,30.75,9.0,0.0,True
921116.0,0.0,,,122.0,,True
921306.0,4.0,475.0,198.59615384615384,592.0,0.008421052631578947,True
921316.0,0.0,,,87.0,,True
921318.0,7.0,2485.0,607.4666666666667,2864.0,0.0028169014084507044,True
921320.0,1.0,80.0,83.18181818181819,317.0,0.0125,True
921574.0,0.0,,,1778.0,,False
921584.0,0.0,,,1346.0,,False
